Timestamp,How would you describe your gender?,Which of the following would you describe yourself as?,Where do you live?,What is your age?,Do you believe that a secret cabal of lizard-people rule the world?,"A man has the confidence that if something is broken, it can be fixed.",A man cultivates as many interests as is possible.,"A man knows everything about something, and something about everything.",A man appreciates beauty in all of its forms.,A man uses his wealth and social standing for the benefit of others.,"A man does what he says he will do, and does not make promises he cannot keep.","A man may take a beating, of whatever kind, but he gets back up afterwards.","A man shows courtesy by holding doors open, pulling out chairs, and allowing others to choose before him.",A man is willing to endure suffering gladly in order to accomplish his goals.,A man protects those who are less strong than him.,A man arrives to occasions on time.,A man always looks to improve himself.,"A man is willing to challenge the status quo, if he has a better alternative.","A man shows sportsmanship, and does not harbour grudges against those that best him.",A man speaks his mind.,A man settles disputes by applying his principles equally to any situation.,A man is financially independent.,A man doesn't let the little frustrations of life get to him.,A man is unashamed of his sexual desires.,A man is willing and able to please his sexual partners.,A man does not make demands of his friends.,A man seeks advice when he wants to find a solution.,A man does not rely on the kindness of others.,A man is quick to respond in a time of crisis.,A man does not let fear or intimidation change his intent.,A man powers through a problem when grace or finesse fails.,"A man cultivates practical skills, and is ready to use them.",A man puts the lives of others over himself.,A man maintains his physical strength and fitness.,A man would rather try and fail than miss their chance at success.,"A man has a plan to get, or do, what it is they want.",A man does not perceive something as a threat to him unless it is a real danger.,"A man has a cause he believes in and takes risks for, and he would gladly suffer because of it.",A man does not lie.,A man cultivates a good sense of humour.,A man channels his anger and frustrations to productive ends.,A man does not need to prove himself to others.,A man prioritises clarity and directness over politeness and people-pleasing.,"A man values competition, and embraces it as a chance to better himself.","A man is open, clear, and consistent in his values.",A man does not trouble others with his feelings until he has made sense of them himself.,"A man is quick to form an opinion, and quick to defend it.","A man is always keen to explore, and seeks things unfamiliar to him.",A man is comfortable with who he is.,"A man makes the first move, sexually and romantically.",A man has a penis.,A man keeps his feelings to himself.,"A man has the confidence to speak authoritatively, unless he is proven wrong.",A man puts his bonds with other men first.,"A man accepts survival of the fittest, and does not let his neighbour's failures taint his successes.",A man's worth is measured by his accomplishments.,"A man does man's work, and lets women do women's work.",A man is able to provide financially for himself and others.,A man dresses practically.,A man takes the lead in bed.,A man eats whatever food he wants.,A man puts the needs and feelings of others before himself.,A man does not let his feelings cloud his judgement.,"A man is secure in his convictions, and is not easily swayed by the words of others.",A man is ready to use physical force or violence where it is necessary.,A man cherishes and values the qualities of women.,A man will defend his integrity if it is questioned.,A man helps other men to be good men.,A man does not speak ill of others.,A man is faithful to his roots.,A man lives in the present.,Feedback
11/19/2016 17:39:04,Other,"Socialist, Liberal, Anarchist, Feminist",Europe,26 - 40,No,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Essential,Desirable,Essential,Neutral,Undesirable,Essential,Undesirable,Undesirable,Desirable,Essential,Undesirable,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Undesirable,Neutral,Desirable,Desirable,Essential,Desirable,Undesirable,Desirable,"I know the point of this was what men should strive to be, but I kind of answered it as what any and all humans should strive towards."
11/19/2016 17:39:32,Other,"Socialist, Liberal, Libertarian, Feminist, Egalitarian, Moderate",Europe,26 - 40,Maybe,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Undesirable,Desirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Undesirable,Undesirable,Desirable,Neutral,Essential,Desirable,Neutral,Neutral,
11/19/2016 17:51:12,Man,"Liberal, Conservative, Libertarian, Egalitarian",Europe,26 - 40,No,Essential,Neutral,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Undesirable,Neutral,Essential,Essential,Neutral,Neutral,Desirable,Desirable,Undesirable,Essential,Undesirable,Desirable,Undesirable,Neutral,Desirable,Neutral,Desirable,Essential,Neutral,Neutral,Desirable,Neutral,Neutral,Undesirable,Essential,Desirable,Essential,Desirable,Neutral,Neutral,
11/19/2016 17:54:14,Woman,"Socialist, Feminist",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,
11/19/2016 18:10:48,Woman,"Liberal, Moderate",Europe,26 - 40,No,Desirable,Desirable,Undesirable,Desirable,Desirable,Essential,Neutral,Desirable,Neutral,Essential,Neutral,Desirable,Essential,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Essential,Undesirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Undesirable,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Essential,Neutral,Neutral,Desirable,Desirable,Essential,Neutral,Neutral,Neutral,
11/19/2016 18:11:48,Woman,"Liberal, Conservative, Feminist, Moderate",Europe,26 - 40,Maybe,Essential,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Neutral,Essential,Desirable,Essential,Undesirable,Essential,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Undesirable,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Desirable,Desirable,Undesirable,Essential,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Neutral,Neutral,Undesirable,All of these behaviours and responses are less what I feel a man should be like specifically but more what should apply to people in general regardless of sex or gender. 
11/19/2016 18:29:49,Man,"Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Undesirable,Undesirable,Neutral,Neutral,Desirable,Desirable,Neutral,Undesirable,"Many of these questions were difficult to answer and I must admit that, for a few of them, I had to supplement ""person"" for man I'm afraid. (As the question didn't make sense to me as a gendered question). Sorry if that skews your results, and if you'd like to remove these answers from the study I won't be offended! 😁 "
11/19/2016 18:44:17,Woman,Conservative,Asia,26 - 40,No,Undesirable,Desirable,Desirable,Essential,Desirable,Undesirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Essential,Undesirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Desirable,Essential,Desirable,Undesirable,Undesirable,Desirable,Essential,Undesirable,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Essential,Undesirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Undesirable,Essential,Desirable,Desirable,Desirable,Essential,Undesirable,
11/19/2016 18:55:12,Man,"Socialist, Feminist",Europe,26 - 40,No,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Undesirable,Essential,Desirable,Essential,Essential,Desirable,Neutral,
11/19/2016 18:59:12,Man,Socialist,Europe,26 - 40,No,Desirable,Undesirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Essential,Desirable,Undesirable,Desirable,Essential,Neutral,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Undesirable,Essential,Undesirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Essential,Essential,Desirable,Desirable,Desirable,
11/19/2016 19:01:46,Woman,Liberal,Europe,26 - 40,Maybe,Essential,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Desirable,Undesirable,Desirable,Essential,Essential,Undesirable,Essential,Desirable,Desirable,Essential,Essential,Neutral,Desirable,Neutral,Desirable,Neutral,Essential,Neutral,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Essential,Neutral,Essential,Essential,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Desirable,Undesirable,Essential,Desirable,Essential,Essential,Neutral,Desirable,
11/19/2016 19:13:51,Man,"Conservative, Moderate",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Undesirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Essential,Undesirable,Undesirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Neutral,
11/19/2016 19:21:30,Man,"Socialist, Anarchist",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,
11/19/2016 19:23:10,Woman,"Socialist, Liberal, Libertarian, Feminist, Egalitarian, Moderate",Europe,18 - 25,Maybe,Essential,Desirable,Neutral,Desirable,Neutral,Essential,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Undesirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Most of my responses I believe should apply to both genders.
11/19/2016 19:33:44,Man,Moderate,Europe,18 - 25,Maybe,Neutral,Desirable,Undesirable,Essential,Desirable,Desirable,Neutral,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Desirable,Neutral,Undesirable,Essential,Undesirable,Desirable,Undesirable,Desirable,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,
11/19/2016 19:36:35,Man,Moderate,Europe,18 - 25,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,
11/19/2016 19:41:35,Man,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Undesirable,Neutral,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Neutral,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Undesirable,Neutral,Essential,Neutral,Desirable,Neutral,Neutral,Neutral,"You have options to select various genders - awesome! But all the questions are couched in terms of men or women - there's no other mention of other gender identities, and this kinda reinforces binary thinking. You could just replace 'women' with 'other genders' and solve this easily."
11/19/2016 20:21:29,Woman,"Socialist, Liberal, Libertarian, Feminist, Egalitarian",Europe,26 - 40,Maybe,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Essential,Neutral,Desirable,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Essential,Neutral,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Essential,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Essential,Desirable,Neutral,Neutral,
11/19/2016 20:30:58,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,18 - 25,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Essential,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Essential,Desirable,Neutral,Neutral,
11/19/2016 20:46:45,Woman,Feminist,Europe,26 - 40,No,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Desirable,Undesirable,Essential,Essential,Desirable,Undesirable,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Neutral,Desirable,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Essential,Undesirable,Undesirable,Undesirable,Essential,Neutral,Essential,Essential,Desirable,Neutral,
11/19/2016 21:19:01,Woman,"Liberal, Feminist, Egalitarian, Moderate",Europe,41 - 65,No,Desirable,Desirable,Neutral,Desirable,Essential,Essential,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Undesirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Essential,Neutral,Neutral,Essential,Undesirable,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Undesirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,
11/19/2016 21:19:42,Woman,"Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,Maybe,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Neutral,Desirable,Essential,Neutral,Desirable,Undesirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,
11/19/2016 22:04:43,Woman,Feminist,Europe,26 - 40,No,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Essential,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Desirable,"It is difficult to think with out the social conditioning I have been brought up with. Generally the traits I have identified as desirable or essential are qualities that I would apply to either gender, including the opening doors for others question as that is just good manners towards others."
11/19/2016 22:06:07,Other,"Socialist, Liberal, Feminist, Egalitarian",Northern America,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Essential,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
11/19/2016 22:26:27,Man,"Liberal, Anarchist, Feminist",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
11/19/2016 22:41:08,Man,"Liberal, Feminist",Europe,26 - 40,No,Neutral,Undesirable,Neutral,Neutral,Essential,Essential,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Undesirable,Undesirable,Desirable,Essential,Essential,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Essential,Neutral,Undesirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Neutral,Undesirable,Neutral,
11/19/2016 22:46:54,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Undesirable,Neutral,"I deny the concept of masculinity as a sound normative concept. It was only the qualification that ""women may pursue and attain these values"" which convinced me to complete the form at all. In all instances, therefore, I have answered with a view to reading ""A man..."" as ""A person..."". This may, I realise render my answers useless. Hopefully you can filter them accordingly if that is the case. "
11/19/2016 22:47:33,Woman,Feminist,Europe,26 - 40,Maybe,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,
11/19/2016 23:07:02,Woman,Feminist,Europe,26 - 40,Maybe,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,
11/19/2016 23:22:29,Other,Socialist,Europe,26 - 40,Maybe,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,
11/19/2016 23:24:01,Woman,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
11/19/2016 23:24:03,Man,Libertarian,Europe,26 - 40,No,Desirable,Essential,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Essential,Undesirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Undesirable,Undesirable,Desirable,Neutral,Undesirable,Neutral,Undesirable,Desirable,Desirable,Undesirable,Neutral,Neutral,Desirable,Desirable,Undesirable,Essential,Essential,Essential,Desirable,Neutral,Desirable,"Some interestingly worded, interesting questions. Much food for thought."
